id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-102288823-B1,Wearable device ,엘지이노텍 주식회사,이상영,2015-02-06,2015-11-10,2021-08-11,2021-08-11,https://patents.google.com/patent/KR102288823B1/en,https://patentimages.storage.googleapis.com/70/1a/ed/93889cefa6076a/112015109292159-pat00001.png
KR-102509918-B1,organic electroluminescent device ,"가꼬우 호징 관세이 가쿠잉, 에스케이머티리얼즈제이엔씨 주식회사","다쿠지 하타케야마, 유키히로 후지타, 가즈시 시렌",2017-02-09,2017-12-25,2023-03-14,2023-03-14,https://patents.google.com/patent/KR102509918B1/en,https://patentimages.storage.googleapis.com/cd/86/b9/71cbd06cff1966/112019082517513-pct00239.png
CN-101356403-B,Light redirecting films having an adhesion layer ,罗门哈斯丹麦金融有限公司,"C·J·布里基, R·P·布尔德莱斯, R·D·博姆巴, M·R·布里基, J·A·哈默施密特, A·库泽克",2005-11-08,2006-10-25,2010-11-17,2010-11-17,https://patents.google.com/patent/CN101356403B/en,https://patentimages.storage.googleapis.com/de/8f/df/ca9a996b9d2a11/S2006800505739E00011.png
CN-101055464-A,Wristwatch ,精工爱普生株式会社,"井上胜豊, 关重彰",2006-04-13,2007-04-13,2007-10-17,,https://patents.google.com/patent/CN101055464A/en,https://patentimages.storage.googleapis.com/6c/76/c7/c8adecfa46127b/A20071009640400181.png
US-10847993-B2,Portable charging device built into a watch and watch band ,Jovans R. Thelusma,Jovans R. Thelusma,2019-02-17,2019-02-17,2020-11-24,2020-11-24,https://patents.google.com/patent/US10847993B2/en,https://patentimages.storage.googleapis.com/0a/f4/ea/04e6dfd5dddd7b/US10847993-20201124-D00000.png
UA-124761-C2,Generating probabilistic estimates of rainfall rates from radar reflectivity measurements ,Зе Клаймет Корпорейшн,"Александр Кліман, Александр Климан, Валліаппа Лакшманан, Валлиаппа Лакшманан, Бес Реід, Бес Реид",2015-09-10,2016-09-02,2021-11-17,,https://patents.google.com/patent/UA124761C2/en,
WO-2006112641-A1,Universal timepiece which can display day-and-night ,"Yoon-Hyoung Eo, Jang-Sung Choi","Yoon-Hyoung Eo, Jang-Sung Choi",2005-04-18,2006-04-18,2006-10-26,,https://patents.google.com/patent/WO2006112641A1/en,
JP-2010505119-A,Magnetic display for watches ,バンディット・インコーポレーテッド,"ブルーアー，ドナルド・アール, ライト，アンドリュー・エム, コープ，デイヴィッド・ビー, コーコラン，クリストファー・ジェイ",2006-09-27,2007-09-27,2010-02-18,,https://patents.google.com/patent/JP2010505119A/en,https://patentimages.storage.googleapis.com/16/e8/58/89fe7c119a9e25/2010505119-3.png
WO-03071364-A1,25-hour watch ,Sohyun Park,Sohyun Park,2002-02-25,2002-04-16,2003-08-28,,https://patents.google.com/patent/WO2003071364A1/en,
US-2015109527-A1,Wand for a wearable electronic device ,"Shant Tchakerian, Marineh Tchakerian","Shant Tchakerian, Marineh Tchakerian",2013-10-17,2014-10-17,2015-04-23,,https://patents.google.com/patent/US20150109527A1/en,https://patentimages.storage.googleapis.com/7b/b8/34/e2f42b8ae75baf/US20150109527A1-20150423-D00000.png
CN-110383123-A,High contrast optics film and equipment including the optical film ,3M创新有限公司,"亚当·D·哈格, 蒂莫西·J·内维特, 卡尔·A·斯托弗, 安德鲁·J·欧德科克, 罗伯特·D·泰勒, 杨朝晖",2017-03-06,2018-02-26,2019-10-25,,https://patents.google.com/patent/CN110383123A/en,
CN-102245956-B,Pipe coupling arrangement ,阿克海底公司,"K·莫杰戴尔, S·托马森",2008-12-15,2009-12-11,2013-04-10,2013-04-10,https://patents.google.com/patent/CN102245956B/en,https://patentimages.storage.googleapis.com/ea/1f/c5/5c9d3e7fb94721/HDA0000067996800000021.png
CN-102159553-B,Targeted nitroxide agents ,匹兹堡大学,"P·温普弗, M·C·弗兰特兹",2008-07-17,2009-07-17,2016-02-17,2016-02-17,https://patents.google.com/patent/CN102159553B/en,
US-2017257146-A1,Facilitating alignment of wireless elements for ultra short range wireless interaction ,Nanoport Technology Inc.,Timothy Jing Yin Szeto,2016-03-01,2016-09-30,2017-09-07,,https://patents.google.com/patent/US20170257146A1/en,https://patentimages.storage.googleapis.com/70/07/b5/c50c7e60ce12ed/US20170257146A1-20170907-D00000.png
CN-109863470-A,"Display device, display module, electronic equipment and touch screen input system ",株式会社半导体能源研究所,茂森勇,2016-10-25,2017-10-18,2019-06-07,,https://patents.google.com/patent/CN109863470A/en,
CN-102007612-B,Light emitting apparatus and display apparatus using same ,Lg伊诺特有限公司,"金炅俊, 朴喆湖",2008-11-21,2009-11-18,2014-05-14,2014-05-14,https://patents.google.com/patent/CN102007612B/en,https://patentimages.storage.googleapis.com/27/d0/09/7eb24a3e495d5c/HPA00001237663000011.png
CN-101622727-B,Laminated piezoelectric element ,株式会社电装,"铃木聪司, 村井敦司, 浅野浩章, 野田耕嗣, 长屋年厚, 岩濑昭夫, 藤井章, 门谷成",2007-02-26,2008-02-26,2011-01-12,2011-01-12,https://patents.google.com/patent/CN101622727B/en,https://patentimages.storage.googleapis.com/b9/06/d5/10fb11e0b93426/H2008800062104E00011.png
JP-2016517566-A,System for cooling an integrated circuit in a computing device ,"タクタス テクノロジー, インコーポレイテッドTactus Technology, Inc., タクタス  テクノロジー，インコーポレイテッド","イェリ，マイカ, シエスラ，クレイグ, コンスタンティン，ペリー，ジョージ, ウェイガンド，デイヴ，リンド",2013-03-14,2014-02-19,2016-06-16,,https://patents.google.com/patent/JP2016517566A/en,https://patentimages.storage.googleapis.com/9e/a0/63/69ea1fa79dd06c/2016517566-3.png
CN-100412578-C,Multilayered optical compensator film with amorphous polymer for liquid crystal displays ,日东电工株式会社,"J·F·埃尔曼, W·J·加姆布尔, D·F·赫尔利",2004-06-03,2005-05-19,2008-08-20,2008-08-20,https://patents.google.com/patent/CN100412578C/en,https://patentimages.storage.googleapis.com/89/83/ed/e133aaef2517b5/C20058001755700201.png
TW-201814010-A,Ink composition and organic electroluminescent element using same ,捷恩智股份有限公司,"近藤靖宏, 安楽洋",2016-09-15,2017-09-14,2018-04-16,,https://patents.google.com/patent/TW201814010A/en,
JP-2019062445-A,"Radio communication device, electronic watch, transmission power setting method, and radio communication program ","カシオ計算機株式会社, Casio Comput Co Ltd","和穂 姜, Kazuho Kyo, 和穂 姜",2017-09-27,2017-09-27,2019-04-18,,https://patents.google.com/patent/JP2019062445A/en,https://patentimages.storage.googleapis.com/99/9b/4a/02299385dcaa43/2019062445-3.png
KR-101884683-B1,Wearable type device ,삼성전자주식회사,유정헌,2016-11-07,2016-11-07,2018-08-02,2018-08-02,https://patents.google.com/patent/KR101884683B1/en,https://patentimages.storage.googleapis.com/5a/62/e3/b144c95ff86e4e/112016108810650-pat00001.png
CN-201281749-Y,Device for automatically testing relay parameter ,成都飞机工业（集团）有限责任公司,"成金涛, 姜文盛, 张俊",2008-11-04,2008-11-04,2009-07-29,2009-07-29,https://patents.google.com/patent/CN201281749Y/en,https://patentimages.storage.googleapis.com/2a/4a/d8/5222ac7e72a1bf/Y200820141148E00061.png
US-2010265181-A1,"System, method and computer readable media for enabling a user to quickly identify and select a key on a touch screen keypad by easing key selection ",ShoreCap LLC,Michael Wayne Shore,2009-04-20,2009-04-20,2010-10-21,,https://patents.google.com/patent/US20100265181A1/en,https://patentimages.storage.googleapis.com/6a/97/5d/719841665d716c/US20100265181A1-20101021-D00000.png
CN-104685464-B,Serial text display for optimal recognition apparatus and method ,喷技术公司,"M·S·毛雷尔, M·克莱因, F·A·沃尔德曼",2012-07-12,2013-07-11,2017-05-03,2017-05-03,https://patents.google.com/patent/CN104685464B/en,
JP-2018509788-A,Wireless camera system and method ,"ポゴテック インク, ポゴテック  インク","ロナルド デイヴィット ブルム, ロナルド  デイヴィット ブルム, アミタバ グプタ, アミタバ グプタ, ウィリアム ココナスキ, ウィリアム ココナスキ, リチャード クロンパス, リチャード クロンパス, マッシモ ピナッツァ, マッシモ ピナッツァ, クラウディオ ダッラ ロンガ, クラウディオ  ダッラ ロンガ, ウォルター ダンハート, ウォルター ダンハート, シュテファン バウアー, シュテファン バウアー, ジャン−ノエル フェール, ジャン−ノエル フェール",2014-12-23,2015-12-23,2018-04-05,,https://patents.google.com/patent/JP2018509788A/en,https://patentimages.storage.googleapis.com/f4/57/ec/6db036520108b7/2018509788-3.png
CN-100586480-C,"A sodium alginate microsphere vascular embolizing agent containing water soluble drug, its preparation and application ",北京圣医耀科技发展有限责任公司,"李小平, 李新建, 崔恒, 魏丽惠, 冯捷, 郎景和, 向阳, 雷呈志, 洪宏",2005-06-03,2006-06-05,2010-02-03,2010-02-03,https://patents.google.com/patent/CN100586480C/en,
CN-100546778-C,Razor handle with side surface of junction ,比克-维奥利克斯公司,"斯皮罗士·格拉齐阿斯, 扬尼斯·马里奥斯·普斯玛达斯, 亚利克西斯·安吉利迪斯",2005-02-03,2005-02-03,2009-10-07,2009-10-07,https://patents.google.com/patent/CN100546778C/en,https://patentimages.storage.googleapis.com/24/53/54/46eada1e6a262c/C20058004773700131.png
CN-103460686-A,Autonomous detection of chemical plumes ,埃克森美孚上游研究公司,"J·M·撤本, Y·曾, J·莫里斯, Y·阮",2011-03-25,2012-03-12,2013-12-18,,https://patents.google.com/patent/CN103460686A/en,https://patentimages.storage.googleapis.com/7c/0c/b6/e702b2e06e5250/HDA0000385669670000011.png
US-2013085553-A1,Functional abdominal belt ,Sungwon KANG,Sungwon KANG,2010-06-14,2011-05-30,2013-04-04,,https://patents.google.com/patent/US20130085553A1/en,https://patentimages.storage.googleapis.com/cc/b6/a8/b668c07f91f0bd/US20130085553A1-20130404-D00000.png
CN-114167280-A,Screening test method and system for working margin of dynamic pressure motor in gyroscope ,西安航天精密机电研究所,"辛小波, 刘智峰, 张力, 王建青, 何超, 李新玲, 雷研, 李凝",2021-11-15,2021-11-15,2022-03-11,,https://patents.google.com/patent/CN114167280A/en,https://patentimages.storage.googleapis.com/fe/32/be/346e4647de8ed0/HDA0003355345950000011.png
US-10621410-B2,"Method and system for operating a keyboard with multi functional keys, using fingerprints recognition ","Benjamin Zimchoni, Teddy NEHMAD, Yoram Zer","Benjamin Zimchoni, Teddy NEHMAD",2011-06-20,2014-10-01,2020-04-14,2020-04-14,https://patents.google.com/patent/US10621410B2/en,https://patentimages.storage.googleapis.com/9c/4f/c0/7dac5894c84949/US10621410-20200414-D00000.png
CN-101685306-A,Apparatus and methods to communicatively couple field devices to controllers in a process control system ,费舍-柔斯芒特系统股份有限公司,"大卫·霍尔梅斯, 加里·基思·劳",2008-09-23,2009-09-17,2010-03-31,,https://patents.google.com/patent/CN101685306A/en,https://patentimages.storage.googleapis.com/cc/55/56/11a4e2f33f4e5e/A2009101735730038H1.png
CN-100592879-C,Glove capable of containing watch ,本田技研工业株式会社,片冈彻郎,2006-07-31,2007-07-26,2010-03-03,2010-03-03,https://patents.google.com/patent/CN100592879C/en,https://patentimages.storage.googleapis.com/a3/ef/18/5d1c6407cefd5f/C2007101369590009H1.png
CN-2681181-Y,Automatic luminous jumping figure watch ,时运达(深圳)电子有限公司,王海,2003-09-17,2003-09-17,2005-02-23,2005-02-23,https://patents.google.com/patent/CN2681181Y/en,
CN-104280710-B,General portable satellite power supply and distribution system equivalent device ,航天东方红卫星有限公司,"刘绍楠, 曾鸿, 李立, 郝东卿, 阎梅芝, 姜鼎",2014-09-26,2014-09-26,2017-05-10,2017-05-10,https://patents.google.com/patent/CN104280710B/en,
US-2015112170-A1,Device and method for non-invasive glucose monitoring ,"Amerson, Llc","Robert Lee Amerson, III, II Robert Lee Amerson, Elizabeth Roshae Amerson",2013-10-17,2014-10-17,2015-04-23,,https://patents.google.com/patent/US20150112170A1/en,https://patentimages.storage.googleapis.com/e0/b8/42/04d37f6df0227b/US20150112170A1-20150423-D00000.png
CN-102818713-B,Comprehensive detection test bed for technical performance index of handheld air tool ,沈阳飞机工业（集团）有限公司,"宋宝炜, 曹新华, 潘建宇, 陈鹤嘉, 白新宇, 姚绵利, 柳楠, 耿秋颖",2012-09-12,2012-09-12,2014-12-24,2014-12-24,https://patents.google.com/patent/CN102818713B/en,
CN-101763112-B,I/O module automatic detection system of process automation system ,重庆川仪自动化股份有限公司,"苟华礼, 李向林, 谢彦辉, 吴辉华, 蒋黎明",2008-12-22,2008-12-22,2012-08-08,2012-08-08,https://patents.google.com/patent/CN101763112B/en,https://patentimages.storage.googleapis.com/e5/94/9d/d8f84ee27ebc17/H2008102371941E00011.png
CN-102628882-A,Multifunctional meter with voice broadcasting and digital/analog dual displaying functions ,江苏科技大学,郑明辉,2012-04-06,2012-04-06,2012-08-08,,https://patents.google.com/patent/CN102628882A/en,https://patentimages.storage.googleapis.com/b6/c5/ef/d379f5564d7704/HDA0000150837150000012.png
CN-101123551-B,An intelligent bus system based on communication and grid computing technology ,刘靖宇,刘靖宇,2007-08-07,2007-08-07,2011-09-07,2011-09-07,https://patents.google.com/patent/CN101123551B/en,https://patentimages.storage.googleapis.com/80/7c/5f/a393e109d52aeb/S07144647420070904E000011.png
US-2024020504-A1,Multi-purpose smart card with user trusted bond ,"Sentrycard Technologies, Inc.","Mark Bennett, John P. Calzaretta",2020-04-03,2023-09-27,2024-01-18,,https://patents.google.com/patent/US20240020504A1/en,https://patentimages.storage.googleapis.com/1e/08/e4/3cdb267a3918dd/US20240020504A1-20240118-D00000.png
CN-105096702-A,Novel digital display centripetal force demonstration device ,雷建设,雷建设,2014-05-24,2014-05-24,2015-11-25,,https://patents.google.com/patent/CN105096702A/en,
CN-203100965-U,Digital pressure gauge ,福格申机械工程（上海）有限公司,胡建伟,2013-02-17,2013-02-17,2013-07-31,2013-07-31,https://patents.google.com/patent/CN203100965U/en,https://patentimages.storage.googleapis.com/d6/c6/a6/23b5e10448d03f/DEST_PATH_130607172228.png
KR-20170134608-A,Detachable contact-adhesive tape ,테사 소시에타스 유로파에아,"안나 블라제제우스키, 악셀 부르마이스터, 프랑키스카 로흐만, 안니카 피터슨",2015-04-02,2016-03-29,2017-12-06,,https://patents.google.com/patent/KR20170134608A/en,https://patentimages.storage.googleapis.com/d6/0a/2a/eafbcd4f3b021e/pct00009.png
CN-101093247-B,Method for testing triaxiality magnetic sensor ,中国航天科技集团公司第五研究院第514研究所,赵晓光,2007-07-26,2007-07-26,2010-06-09,2010-06-09,https://patents.google.com/patent/CN101093247B/en,
CN-105684017-A,Location based merchant credit voucher transactions ,力克移动通讯有限公司,"丹尼尔·札尔坎德, 伊泰·艾瑞尔, 谢夫·以赛亚",2013-07-22,2014-07-22,2016-06-15,,https://patents.google.com/patent/CN105684017A/en,
CN-102768199-A,Miniature spectrograph for rapidly measuring material transmittance or reflectivity ,北京科技大学,"张师平, 陈森, 吴平",2012-07-18,2012-07-18,2012-11-07,,https://patents.google.com/patent/CN102768199A/en,https://patentimages.storage.googleapis.com/32/e1/a1/c2ab35d1a96901/HDA00001904291400011.png
US-2016117144-A1,Collaborative and interactive queuing of content via electronic messaging and based on attribute data ,Aliphcom,"Austin Soldner, Jonathan Todd Witort, Mehul Trivedi, Vivek Agrawal",2014-10-22,2015-10-22,2016-04-28,,https://patents.google.com/patent/US20160117144A1/en,https://patentimages.storage.googleapis.com/de/f6/29/af6e014349b105/US20160117144A1-20160428-D00000.png
CN-201707424-U,Circuit board convention inspecting table ,苏州欧富朗机电有限公司,陆志强,2010-05-31,2010-05-31,2011-01-12,2011-01-12,https://patents.google.com/patent/CN201707424U/en,https://patentimages.storage.googleapis.com/ca/dc/05/bb6d40ad501a11/HSA00000135020700011.png
JP-2010520741-A,ELECTRIC DEVICE FOR ELECTRONIC DEVICE AND METHOD FOR SUPPLYING ELECTRIC DEVICE ,ランダル ミッチ,ランダル ミッチ,2007-03-05,2008-03-05,2010-06-10,,https://patents.google.com/patent/JP2010520741A/en,https://patentimages.storage.googleapis.com/b7/7a/55/6b90d942d1c8a5/2010520741-3.png
US-11137820-B2,Apparatus and method for presenting thematic maps ,Amer Sports Digital Services Oy,"Mikko Ahlström, Timo Halko, Erik Lindman, Timo Eriksson, Jari Akkila, Heikki Nieminen",2015-12-01,2019-12-31,2021-10-05,2021-10-05,https://patents.google.com/patent/US11137820B2/en,https://patentimages.storage.googleapis.com/4a/b3/63/786add04965fa9/US11137820-20211005-D00000.png
EP-2977831-B1,Single-handed watch ,"Stefan Zeoli, Schwyter, Daniel",Stefan Zeoli,2014-07-23,2014-07-23,2016-10-19,2016-10-19,https://patents.google.com/patent/EP2977831B1/en,https://patentimages.storage.googleapis.com/d9/39/58/aed864c16ec044/imgf0001.png
CN-107131820-B,A kind of internal hole measuring apparatus ,浙江工贸职业技术学院,林烨,2017-05-09,2017-05-09,2019-05-17,2019-05-17,https://patents.google.com/patent/CN107131820B/en,
US-2018121027-A1,Screen controlling method and electronic device thereof ,"Samsung Electronics Co., Ltd.","Young-Ri KIM, Bong-Hee Han, Yoo-Jin Hong, Won-Kyu Park, Yu-jin Lee",2013-05-28,2017-12-28,2018-05-03,,https://patents.google.com/patent/US20180121027A1/en,https://patentimages.storage.googleapis.com/76/a5/00/82a6c34caeda00/US20180121027A1-20180503-D00000.png
CN-101939173-B,Security element and method for marking and identifying objects ,拜尔技术服务有限责任公司,"T·比尔茨特恩, M·格里希克, L·布雷尔, A·贝克, R·伊姆霍伊泽, S·福伊吉奥卡斯, N·温克勒, R·马科维亚克",2008-02-05,2009-01-24,2012-06-20,2012-06-20,https://patents.google.com/patent/CN101939173B/en,https://patentimages.storage.googleapis.com/7a/d8/bf/363f7b7763d604/HPA00001189530700011.png
US-10347174-B2,System of compressed frame scanning for a display and a method thereof ,Solomon Systech Limited,"Wai Hon Ng, Chi Wai Lee, Wing Chi Stephen CHAN, Ling Sum Leung",2017-01-03,2017-11-06,2019-07-09,2019-07-09,https://patents.google.com/patent/US10347174B2/en,https://patentimages.storage.googleapis.com/5a/3e/af/24ad7d07e9efb6/US10347174-20190709-D00000.png
CN-103503135-A,Differential infrared imager for gas plume detection ,埃克森美孚上游研究公司,"J·M·撤本, Y·曾, J·莫里斯, Y·阮",2011-03-25,2012-03-12,2014-01-08,,https://patents.google.com/patent/CN103503135A/en,https://patentimages.storage.googleapis.com/a6/22/01/1035a8319b28b4/HDA0000385800400000011.png
CN-103678062-A,Comprehensive test system and test method ,中国航空工业集团公司第六三一研究所,"张娟, 张峰, 赵婧华, 解启永, 林坚",2013-12-06,2013-12-06,2014-03-26,,https://patents.google.com/patent/CN103678062A/en,https://patentimages.storage.googleapis.com/d2/33/6f/756e7c2a242b62/HDA0000431881060000021.png
JP-2008032663-A,Wrist watch ,"Hironobu Ikeda, 裕信 池田","Hironobu Ikeda, 裕信 池田",2006-08-01,2006-08-01,2008-02-14,,https://patents.google.com/patent/JP2008032663A/en,https://patentimages.storage.googleapis.com/0f/0c/96/254c1647836656/2008032663-3.png
KR-102614508-B1,Hybrid smart watch and method for controlling the same ,삼성디스플레이 주식회사,"권재중, 도윤선",2016-01-15,2016-01-15,2023-12-18,2023-12-18,https://patents.google.com/patent/KR102614508B1/en,
WO-2023196149-A1,Systems and methods to track display of a digital content item and distribute rewards based on the display ,Watch Skins Corporation,"Collin Knock, Justin KNOCK",2022-04-05,2023-03-29,2023-10-12,,https://patents.google.com/patent/WO2023196149A1/en,
CN-101840221-A,Removable security modules and related methods ,费舍-柔斯芒特系统股份有限公司,"李·艾伦·奈策尔, 加里·基思·劳, 戈弗雷·罗兰·谢里夫",2009-01-21,2009-12-31,2010-09-22,,https://patents.google.com/patent/CN101840221A/en,https://patentimages.storage.googleapis.com/b1/73/77/f8777c5403881d/H2009102152525E00011.png
US-6154421-A,Calendar-timepiece combination ,Solomon; Idit,Idit Solomon,1999-03-30,1999-03-30,2000-11-28,2000-11-28,https://patents.google.com/patent/US6154421A/en,https://patentimages.storage.googleapis.com/b2/8c/52/d4779fcb92f252/US6154421-drawings-page-2.png
CN-101072245-A,Watch-type mobile terminal ,三星电子株式会社,"金炫树, 郑丞恩, 朴廷训, 权庆宅",2006-05-10,2007-01-17,2007-11-14,,https://patents.google.com/patent/CN101072245A/en,https://patentimages.storage.googleapis.com/71/78/26/43a2de542a7750/A20071000195600081.png
US-2017031326-A1,Electronic device ,Kabushiki Kaisha Toshiba,"Hirofumi Omote, Meri UEDA",2015-07-31,2015-12-16,2017-02-02,,https://patents.google.com/patent/US20170031326A1/en,https://patentimages.storage.googleapis.com/bb/ae/36/785ab0998656e1/US20170031326A1-20170202-D00000.png
JP-2019523432-A,"Pixel array structure, display substrate, display device and manufacturing method thereof ","京東方科技集團股▲ふん▼有限公司Ｂｏｅ Ｔｅｃｈｎｏｌｏｇｙ Ｇｒｏｕｐ Ｃｏ．，Ｌｔｄ．, 京東方科技集團股▲ふん▼有限公司","シャオダン・ジン, ルジアン・ファンフ, イナン・リャン",2016-07-22,2017-03-08,2019-08-22,,https://patents.google.com/patent/JP2019523432A/en,https://patentimages.storage.googleapis.com/a4/ac/62/0c7052e7d9498a/2019523432-3.png
US-2012053738-A1,Remote control system for a room air conditioner and/or heat pump ,"Friedrich Air Conditioning Co., A Division Of U.S. Natural Resources, Inc.","David J. Lingrey, Kevin L. Eicher, George Cagle",2009-11-24,2011-10-07,2012-03-01,,https://patents.google.com/patent/US20120053738A1/en,https://patentimages.storage.googleapis.com/8d/cf/60/fdd3ceea9ca46e/US20120053738A1-20120301-D00000.png
US-7149082-B1,Protective sheath for peripheral cards used in digital devices ,"Palm, Inc.","Terry Baiko, Bill Hanson, Len Turnbow",2005-01-10,2005-01-10,2006-12-12,2006-12-12,https://patents.google.com/patent/US7149082B1/en,https://patentimages.storage.googleapis.com/04/2b/37/a85e4c062f3ce4/US07149082-20061212-D00000.png
CN-202534049-U,Password peeping resistant device ,李俊,李鹏程,2012-05-11,2012-05-11,2012-11-14,2012-11-14,https://patents.google.com/patent/CN202534049U/en,https://patentimages.storage.googleapis.com/13/c8/7c/57dc23be16ecbe/HSA00000715900500012.png
GB-2541234-A,Timeline user interface ,Suunto Oy,"Knappe Niko, Miettinen Michael",2015-08-14,2015-08-14,2017-02-15,,https://patents.google.com/patent/GB2541234A/en,
WO-2019023704-A1,Fleet of robot vehicles for specialty product and service delivery ,"Nuro, Inc.","David Ferguson, Jiajun Zhu, Cosimo LEIPOLD",2017-07-28,2018-07-30,2019-01-31,,https://patents.google.com/patent/WO2019023704A1/en,
CN-100525395-C,Pedestrian tracting method based on principal axis marriage under multiple vedio cameras ,中国科学院自动化研究所,"胡卫明, 周雪, 胡敏",2005-09-29,2005-09-29,2009-08-05,2009-08-05,https://patents.google.com/patent/CN100525395C/en,https://patentimages.storage.googleapis.com/0f/c8/1e/abfc3b936c40fa/C200510108137E00152.png
CN-106450672-A,"Communication device, electronic timepiece, and antenna device ",卡西欧计算机株式会社,英敏夫,2015-08-05,2016-07-19,2017-02-22,,https://patents.google.com/patent/CN106450672A/en,
US-10688962-B2,Remote vehicle control system ,Anthony House,Anthony House,2017-10-24,2017-10-24,2020-06-23,2020-06-23,https://patents.google.com/patent/US10688962B2/en,https://patentimages.storage.googleapis.com/5a/6b/47/aed3277426161f/US10688962-20200623-D00000.png
EA-022316-B1,Display device for a dispenser for medicinal product dose and use thereof ,Байер Интеллекчуал Проперти Гмбх,"Хайке Ранце, Майк Крессе, Забине Лайфельд, Йёрг Эллизен, Гёран Вебер, Том Райнхольд, Парвиз Базаргани",2009-07-30,2010-07-27,2015-12-30,,https://patents.google.com/patent/EA022316B1/en,
KR-102455865-B1,Life saving apparatus with automatic shooting structure ,대우조선해양 주식회사,이용구,2017-12-19,2017-12-19,2022-10-18,2022-10-18,https://patents.google.com/patent/KR102455865B1/en,https://patentimages.storage.googleapis.com/7f/5e/32/46215a27183e27/112017126603819-pat00001.png
KR-20180019035-A,360 degree digital clock ,박소명,박소명,2016-08-14,2016-08-14,2018-02-23,,https://patents.google.com/patent/KR20180019035A/en,https://patentimages.storage.googleapis.com/a5/ff/c9/fb0c4633b6348f/pat00001.png
CN-202230433-U,Rack-level power management device ,北京鹏信源科技有限公司,张鹏,2011-08-02,2011-08-02,2012-05-23,2012-05-23,https://patents.google.com/patent/CN202230433U/en,https://patentimages.storage.googleapis.com/73/55/c1/f2458b1844337a/HSA00000549125900011.png
CN-105526996-A,A high-precision pVTt method gas flow standard device ,辽宁省计量科学研究院,"王振, 邹海波, 刘洋, 巩晓龙, 尚霜霜, 郝松",2015-10-13,2015-10-13,2016-04-27,,https://patents.google.com/patent/CN105526996A/en,
CN-87215524-U,Digital high pressure meter ,中国科学院力学研究所,"胡昌信, 李志强, 王竹威, 朱春梅, 刘后宽",1987-11-18,1987-11-18,1988-06-22,,https://patents.google.com/patent/CN87215524U/en,https://patentimages.storage.googleapis.com/55/d9/2d/f4f8597a8dcee9/87215524_DRIMG1.png
WO-2018030665-A1,Method and apparatus for measuring blood pressure ,삼성전자 주식회사,"알렉스비치 빌렌스키막심, 바체슬라보비치 포포브미하일, 블라디미로비치 클레소브안드레이, 조재걸, 알렉산도르비치 짐코브드미트리, 알렉스비치 유브켄코세르게이",2016-08-10,2017-07-20,2018-02-15,,https://patents.google.com/patent/WO2018030665A1/en,https://patentimages.storage.googleapis.com/42/7f/ef/82241b949a50bd/PCTKR2017007803-appb-D000001.png
CN-101390050-A,Apparatus and method for selectively dispensing soft assets via subtractive installation ,艾伦·J·薛比洛,艾伦·J·薛比洛,2005-12-22,2006-12-12,2009-03-18,,https://patents.google.com/patent/CN101390050A/en,https://patentimages.storage.googleapis.com/3e/dc/b4/e6ad39378e4621/A200680053273E00861.png
US-2014305524-A1,Thermal Insulation Having An RFID Device ,"Craig Heizer, John Crager","Craig Heizer, John Crager",2013-04-10,2014-04-10,2014-10-16,,https://patents.google.com/patent/US20140305524A1/en,https://patentimages.storage.googleapis.com/9a/3a/73/0ebcc9a533f5b3/US20140305524A1-20141016-D00000.png
CN-104871095-A,Touch-sensitive portable electronic object ,蒙特雷斯拉多股份有限公司,"G·马泰, F·克洛普芬斯滕, S·罗塔",2012-11-28,2013-11-26,2015-08-26,,https://patents.google.com/patent/CN104871095A/en,
US-2021157279-A1,"Time Correction Method, And Time Correction System ",Seiko Epson Corporation,Hidenori Nakamura,2019-11-22,2020-11-20,2021-05-27,,https://patents.google.com/patent/US20210157279A1/en,https://patentimages.storage.googleapis.com/f6/bf/bc/6c54e085e4a02d/US20210157279A1-20210527-D00000.png
EP-1821163-A2,Timepiece with generator ,Ventura Design on Time,Pierre Nobs,2006-02-13,2007-01-11,2007-08-22,,https://patents.google.com/patent/EP1821163A2/en,https://patentimages.storage.googleapis.com/95/6b/66/1c19eb782154c8/imgf0001.png
US-11647938-B2,Wearable heartbeat and breathing waveform continuous monitoring system ,Bayland Scientific LLC,"Xiaosong Du, Yuxin Zhou",2013-05-22,2019-12-06,2023-05-16,2023-05-16,https://patents.google.com/patent/US11647938B2/en,https://patentimages.storage.googleapis.com/03/07/01/f5a66cdddd7f66/US11647938-20230516-D00000.png
US-2008244699-A1,Identification means and method for the logical and/or physical access to a target means ,Armatix Gmbh,"Stefan Parhofer, Bernd Dietel, Dipl-Ing Bernd Lind",2006-12-22,2007-12-13,2008-10-02,,https://patents.google.com/patent/US20080244699A1/en,https://patentimages.storage.googleapis.com/d1/e2/04/2aea54bbb81d4a/US20080244699A1-20081002-D00000.png
CN-102640010-A,Method and apparatus for producing homogeneous magnetic fields ,纳纳利塞斯公司,"加瑞特·M·莱丝郭维兹, 格雷戈里·麦克费特斯, 塞巴斯迪安·普奈克尔",2009-12-02,2010-12-01,2012-08-15,,https://patents.google.com/patent/CN102640010A/en,https://patentimages.storage.googleapis.com/d1/42/14/7e03108a962b3d/HDA00001710786600011.png
