id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-11638824-B2,"Methods, systems, and devices for pairing vagus nerve stimulation with motor therapy in stroke patients ","The Board Of Regents, The University Of Texas System","Michael P. Kilgard, Nazer ENGINEER, David Michael Pierce, Robert L. Rennaker",2008-07-02,2016-12-19,2023-05-02,2023-05-02,https://patents.google.com/patent/US11638824B2/en,https://patentimages.storage.googleapis.com/5f/06/d7/ffe9878218f137/US11638824-20230502-D00000.png
CN-108170262-B,Haptic surround function ,意美森公司,R·W·休贝尔,2016-12-08,2017-10-13,2021-06-22,2021-06-22,https://patents.google.com/patent/CN108170262B/en,https://patentimages.storage.googleapis.com/8f/6b/c4/746311eb409670/HDA0001432580840000011.png
ES-2893956-T3,Fridge ,Lg Electronics Inc,"Donghoon Lee, Wookyong Lee, Seungyoon Cho, Heejun Lee, Seungseob Yeom",2015-08-31,2016-08-31,2022-02-10,2022-02-10,https://patents.google.com/patent/ES2893956T3/en,
US-9333714-B2,Vehicular armor system ,"Hardwire, Llc","George C. Tunis, III, Scott Kendall, Justin Tucker Gordon",2013-01-16,2014-04-14,2016-05-10,2016-05-10,https://patents.google.com/patent/US9333714B2/en,https://patentimages.storage.googleapis.com/b8/97/f1/b16b393ccc9f65/US09333714-20160510-D00000.png
US-11712207-B2,Eyewear with proximity sensors ,"Seed Health, Inc.","Katherine Rose Kovarik, Joseph E. Kovarik, Mourad Zarouri",2009-11-18,2020-10-19,2023-08-01,2023-08-01,https://patents.google.com/patent/US11712207B2/en,https://patentimages.storage.googleapis.com/e5/54/6f/8d6b5c73ace180/US11712207-20230801-D00000.png
US-9933243-B2,Single sensor door/window state detector ,"Ecolink Intelligent Technology, Inc.","Thomas Thibault, Michael Bailey, Michael Lamb, Carlo Petrucci, George Seelman",2012-09-05,2012-09-05,2018-04-03,2018-04-03,https://patents.google.com/patent/US9933243B2/en,https://patentimages.storage.googleapis.com/3b/f3/48/b665e38d2fde3b/US09933243-20180403-D00000.png
US-10146776-B1,Method and system for mining image searches to associate images with concepts ,Google Llc,"Wesley T. Chan, Sumit Agarwal, Rama Ranganath, Leora Ruth Wiseman, Deepak Jindal",2004-05-10,2017-01-05,2018-12-04,2018-12-04,https://patents.google.com/patent/US10146776B1/en,https://patentimages.storage.googleapis.com/82/d2/0c/a3c49784427f27/US10146776-20181204-D00000.png
US-11789672-B2,"System, method, and program product for digital production management ",Authentise Inc.,"Andre P. Wegner, Melissa L. McCoy, Michael Lee Crogan",2013-02-04,2021-05-28,2023-10-17,2023-10-17,https://patents.google.com/patent/US11789672B2/en,https://patentimages.storage.googleapis.com/81/ed/9e/acf7678a33eb73/US11789672-20231017-D00000.png
US-11318063-B2,Apparatus for assisting in finger motion ,"Neofect Co., Ltd.","Byeong Geol PARK, Kyung Hwan Yoo, Young Geun Choi",2017-09-25,2018-11-13,2022-05-03,2022-05-03,https://patents.google.com/patent/US11318063B2/en,https://patentimages.storage.googleapis.com/79/e0/bc/88dbd30857f1d4/US11318063-20220503-D00000.png
US-11158144-B2,Access control system having automatic status update ,Inventio Ag,Paul Friedli,2016-11-15,2017-11-09,2021-10-26,2021-10-26,https://patents.google.com/patent/US11158144B2/en,https://patentimages.storage.googleapis.com/86/40/ab/0084c1a1898133/US11158144-20211026-D00000.png
US-2019223748-A1,Methods and apparatus for mitigating neuromuscular signal artifacts ,Ctrl-Labs Corporation,"Adam Al-natsheh, Tudor Giurgica-Tiron, Qiushi Mao, Patrick Kaifosh",2018-01-25,2019-01-25,2019-07-25,,https://patents.google.com/patent/US20190223748A1/en,https://patentimages.storage.googleapis.com/10/aa/40/772ebb669d477a/US20190223748A1-20190725-D00000.png
CA-3065476-C,Fire pit-storable panel systems and methods ,"Mr. Bar-B-Q Products Llc, Marc Zemel, Joanne Rudis","Marc Zemel, Joanne Rudis",2018-12-18,2019-12-18,2024-05-28,2024-05-28,https://patents.google.com/patent/CA3065476C/en,
US-11875639-B2,Game access device with privileges ,"Cfph, Llc","Joseph M. Asher, Ron Rushin, Dean P. Alderucci, Geoffrey M. Gelman",2007-03-08,2021-07-01,2024-01-16,2024-01-16,https://patents.google.com/patent/US11875639B2/en,https://patentimages.storage.googleapis.com/6d/c5/64/1a4423e6297971/US11875639-20240116-D00000.png
KR-102196975-B1,System and method for biomechanical-based eyeball signals to interact with real and virtual objects ,구글 엘엘씨,"루이스 제임스 마그라프, 넬슨 조지 퍼블리커버, 스펜서 제임스 콘노튼, 나탄 로드, 피터 엔. 밀포드, 이반 말리브",2015-08-15,2016-08-15,2020-12-30,2020-12-30,https://patents.google.com/patent/KR102196975B1/en,https://patentimages.storage.googleapis.com/00/13/92/02bcbdcacab811/112017107454889-pct00001.png
JP-7054424-B2,"Second-hand goods sales system, and second-hand goods sales program. ",株式会社ブロードリーフ,山 堅 司 大,2017-01-13,2021-09-29,2022-04-13,2022-04-13,https://patents.google.com/patent/JP7054424B2/en,https://patentimages.storage.googleapis.com/65/63/77/1f64b836f45918/0007054424000001.png
JP-7053470-B2,"Vehicles with cleaners, sensors with cleaners and the cleaners or sensors with cleaners ",株式会社小糸製作所,"晃宜 久保田, 靖洋 市川, 淳治 馬場, 和貴 河村",2016-09-05,2017-09-04,2022-04-12,2022-04-12,https://patents.google.com/patent/JP7053470B2/en,https://patentimages.storage.googleapis.com/bf/dd/89/4f5030c770e505/0007053470000003.png
US-11682261-B2,Game account access device ,"Cfph, Llc","Geoffrey M. Gelman, Ronald Rushin, Dean P. Alderucci, Joseph M. Asher",2007-03-14,2021-06-30,2023-06-20,2023-06-20,https://patents.google.com/patent/US11682261B2/en,https://patentimages.storage.googleapis.com/fa/ef/63/720e53f65f241e/US11682261-20230620-D00000.png
KR-102159140-B1,Anti-smudge hard coat and anti-smudge hard coat precursor ,쓰리엠 이노베이티브 프로퍼티즈 컴파니,"사오리 우에다, 나오타 스기야마, 요리노부 다카마츠",2012-08-01,2013-07-30,2020-09-23,2020-09-23,https://patents.google.com/patent/KR102159140B1/en,https://patentimages.storage.googleapis.com/52/a2/ce/64d0140d018bd8/112015018637296-pct00005.png
US-9050888-B2,Robotic system and methods of use ,Robotex Inc.,"Nathan D. GETTINGS, Adam M. GETTINGS, Taylor J. PENN, Edward John SILER, III, Andrew G. Stevens, Michael Schneider, Jon Appleby, Matthew GAWLOWSKI",2012-01-13,2013-01-14,2015-06-09,2015-06-09,https://patents.google.com/patent/US9050888B2/en,https://patentimages.storage.googleapis.com/aa/52/f5/a2d89252495010/US09050888-20150609-D00000.png
US-9228859-B2,Customizable embedded sensors ,Northeastern University,"Richard Ranky, Constantinos Mavroidis",2011-09-26,2012-09-26,2016-01-05,2016-01-05,https://patents.google.com/patent/US9228859B2/en,https://patentimages.storage.googleapis.com/ce/54/ea/a3d84c694dd0c9/US09228859-20160105-D00000.png
US-11587242-B1,Real-time processing of handstate representation model estimates ,"Meta Platforms Technologies, Llc","Tudor Giurgica-Tiron, Adam Al-natsheh, Nathan Danielson",2018-01-25,2021-08-20,2023-02-21,2023-02-21,https://patents.google.com/patent/US11587242B1/en,https://patentimages.storage.googleapis.com/29/e9/60/c1379b5526ea60/US11587242-20230221-D00000.png
ES-2865482-T3,Binding molecules that inhibit cancer growth ,"Merus Nv, Fundacio Inst De Recerca Biomedica Irb Barcelona, Inst Catalana Recerca Estudis Avancats","Mark Throsby, Ton Logtenberg, Johannes Carolus Clevers, Robert Gerhardus Jacob Vries, Eduard Batlle, Bram Herpers",2015-10-23,2016-10-21,2021-10-15,2021-10-15,https://patents.google.com/patent/ES2865482T3/en,
US-11033774-B1,Exercise band bar ,Gerald M. Clarke,Gerald M. Clarke,2020-01-24,2021-01-15,2021-06-15,2021-06-15,https://patents.google.com/patent/US11033774B1/en,https://patentimages.storage.googleapis.com/5a/68/89/00f1d4792baa7d/US11033774-20210615-D00000.png
US-11715357-B2,Security apparatus and method ,"Ecolink Intelligent Technology, Inc.","Michael Lamb, Jay Stone, Michael Bailey, George Seelman",2011-09-01,2022-05-24,2023-08-01,2023-08-01,https://patents.google.com/patent/US11715357B2/en,https://patentimages.storage.googleapis.com/18/b2/33/efc53d5be4e99a/US11715357-20230801-D00000.png
US-2021340795-A1,Removable lock system ,Roberta Brown,Roberta Brown,2020-05-01,2021-05-03,2021-11-04,,https://patents.google.com/patent/US20210340795A1/en,https://patentimages.storage.googleapis.com/32/cd/0c/1fb5e420173db4/US20210340795A1-20211104-D00000.png
RU-2618929-C1,Touch detection device ,Тойота Дзидося Кабусики Кайся,Сигеки НИСИЯМА,2013-05-21,2014-05-20,2017-05-11,2017-05-11,https://patents.google.com/patent/RU2618929C1/en,https://patentimages.storage.googleapis.com/23/cb/e3/f40c31baf4c503/00000002.png
US-10071419-B2,"Metallic copper dispersion, process for producing the metallic copper dispersion, electrode, wiring pattern, and coating film formed using the metallic copper dispersion, decorative article and antimicrobial article with the coating film formed thereon, and processes for producing the decorative article and the antimicrobial article ","Ishihara Sangyo Kaisha, Ltd.","Masanori Tomonari, Kiyonobu Ida",2008-08-29,2009-08-28,2018-09-11,2018-09-11,https://patents.google.com/patent/US10071419B2/en,https://patentimages.storage.googleapis.com/0a/fa/56/3e15d73cf9b332/US10071419-20180911-D00000.png
US-1564031-A,Combined door knob and lock ,Sonnenberg Joseph,Sonnenberg Joseph,1924-10-29,1924-10-29,1925-12-01,1925-12-01,https://patents.google.com/patent/US1564031A/en,https://patentimages.storage.googleapis.com/38/ba/46/83fe4269945fe1/US1564031-drawings-page-1.png
US-3891255-A,Door lock assembly ,James A Millett,James A Millett,1974-03-28,1974-03-28,1975-06-24,1975-06-24,https://patents.google.com/patent/US3891255A/en,https://patentimages.storage.googleapis.com/fe/d6/ac/1daec02f1d7893/US3891255-drawings-page-2.png
US-9403056-B2,"Multiple degree of freedom rehabilitation system having a smart fluid-based, multi-mode actuator ","Northeastern University, Spaulding Rehabilitation Hospital Corporation","Brian Weinberg, Paolo Bonato, Ozer Unluhisarcikli, Mark Sivak, Constantinos Mavroidis, Anat Mirelman, Lucas Daniel Johnson, Nicholas J. Pappas, Kyle Thomas Hackmeister, Daniel T. Lau",2009-03-20,2010-03-22,2016-08-02,2016-08-02,https://patents.google.com/patent/US9403056B2/en,https://patentimages.storage.googleapis.com/8c/8f/f0/2f752726dc24a6/US09403056-20160802-D00000.png
US-6560925-B1,Door security device with glue on attachment ,"Access Denied, Inc.",Brian J. Rice,1993-04-08,1997-04-22,2003-05-13,2003-05-13,https://patents.google.com/patent/US6560925B1/en,https://patentimages.storage.googleapis.com/e4/e5/7c/08166faaa360f5/US6560925-drawings-page-2.png
US-8527113-B2,Remote vehicle ,Irobot Corporation,"Brian Masao Yamauchi, Kent Conway Massey, David Aaron Lafferty",2009-08-07,2010-08-09,2013-09-03,2013-09-03,https://patents.google.com/patent/US8527113B2/en,https://patentimages.storage.googleapis.com/af/e9/ec/54379bb4eef415/US08527113-20130903-D00000.png
EP-0882859-B1,Lock and fitting system ,Adolf Dolezel GmbH,Georg Roth,1997-06-05,1998-06-05,2002-04-10,2002-04-10,https://patents.google.com/patent/EP0882859B1/en,https://patentimages.storage.googleapis.com/a0/19/e0/3e30de9201268f/00190001.png
US-11955247-B2,Mobile automation control of disease spread ,International Business Machines Corporation,"Craig M. Trim, Sarbajit K. Rakshit, Munish Goyal, Zachary A. Silverstein, Shikhar KWATRA",2019-09-11,2019-09-11,2024-04-09,2024-04-09,https://patents.google.com/patent/US11955247B2/en,https://patentimages.storage.googleapis.com/68/8e/17/6714c374511739/US11955247-20240409-D00000.png
NO-154237-B,FLERFUNKSJONSLÙS. ,Waertsilae Oy Ab,Oiva Hurskainen,1981-03-25,1982-03-23,1986-05-05,,https://patents.google.com/patent/NO154237B/en,
US-9141964-B1,Method and system for automatically creating an image advertisement ,Google Inc.,"Wesley T. Chan, Sumit Agarwal, Rama Ranganath, Leora Ruth Wiseman, Deepak Jindal",2004-05-10,2011-08-08,2015-09-22,2015-09-22,https://patents.google.com/patent/US9141964B1/en,https://patentimages.storage.googleapis.com/40/79/76/51ff52754ac989/US09141964-20150922-D00000.png
US-2006191490-A1,Cat scratcher system ,"Aaron Lamstein, David Haaf","Aaron Lamstein, David Haaf",2004-12-23,2006-03-22,2006-08-31,,https://patents.google.com/patent/US20060191490A1/en,https://patentimages.storage.googleapis.com/80/27/25/494a4fd3bf6cb1/US20060191490A1-20060831-D00000.png
EP-3985212-B1,Knob for an electronic locking cylinder ,SimonsVoss Technologies GmbH,Norbert Voss,2020-10-14,2020-10-14,2023-01-25,2023-01-25,https://patents.google.com/patent/EP3985212B1/en,https://patentimages.storage.googleapis.com/75/83/3b/85840b063b6944/imgf0001.png
US-8782404-B2,"System and method of providing trusted, secure, and verifiable operating environment ",Nicholas L. Lamb,Nicholas L. Lamb,2010-09-07,2010-09-07,2014-07-15,2014-07-15,https://patents.google.com/patent/US8782404B2/en,https://patentimages.storage.googleapis.com/cb/84/d3/a34a7bdc9f67c5/US08782404-20140715-D00000.png
US-8338128-B2,Microbial detection and quantification ,"Kimberly-Clark Worldwide, Inc.","Jason Lye, John Gavin MacDonald, Ning Wei, Stephanie M. Martin",2003-12-16,2010-03-30,2012-12-25,2012-12-25,https://patents.google.com/patent/US8338128B2/en,https://patentimages.storage.googleapis.com/81/3c/c0/dfda32a8baafc5/US08338128-20121225-D00001.png
US-8216832-B2,"Sanitary swab collection system, microfluidic assay device, and methods for diagnostic assays ","Micronics, Inc.","C. Frederick Battrell, Jason Capodanno, John Clemmens, Joan Haab, John Gerdes",2007-07-31,2010-01-28,2012-07-10,2012-07-10,https://patents.google.com/patent/US8216832B2/en,https://patentimages.storage.googleapis.com/de/83/cd/4fdef9aa803d6a/US08216832-20120710-D00000.png
US-2001039818-A1,Pad lock ,"Jones Steven W., Conner Vince J.","Steven Jones, Vince Conner",2000-05-12,2001-05-09,2001-11-15,,https://patents.google.com/patent/US20010039818A1/en,https://patentimages.storage.googleapis.com/06/68/02/eb831f61805a4c/US20010039818A1-20011115-D00001.png
US-7605594-B2,Automated electrical wiring inspection system ,"Pass & Seymour, Inc.",Frederick K. Blades,2004-03-23,2008-05-08,2009-10-20,2009-10-20,https://patents.google.com/patent/US7605594B2/en,https://patentimages.storage.googleapis.com/ee/f2/5c/4f766ec82b3245/US07605594-20091020-D00000.png
US-7751873-B2,Wavelet based feature extraction and dimension reduction for the classification of human cardiac electrogram depolarization waveforms ,Biotronik Crm Patent Ag,Christopher S. de Voir,2006-11-08,2007-11-01,2010-07-06,2010-07-06,https://patents.google.com/patent/US7751873B2/en,https://patentimages.storage.googleapis.com/b7/61/41/d0a4d48e4d1f29/US07751873-20100706-D00000.png
US-8421634-B2,Sensing mechanical energy to appropriate the body for data input ,Microsoft Corporation,"Desney S. Tan, Dan Morris, Christopher Harrison",2009-12-04,2009-12-04,2013-04-16,2013-04-16,https://patents.google.com/patent/US8421634B2/en,https://patentimages.storage.googleapis.com/77/83/19/e5eb791a7a109e/US08421634-20130416-D00000.png
US-9857872-B2,Multi-touch display screen with localized tactile feedback ,Apple Inc.,"Jeffrey J. Terlizzi, Jahan Minoo",2007-12-31,2008-02-08,2018-01-02,2018-01-02,https://patents.google.com/patent/US9857872B2/en,https://patentimages.storage.googleapis.com/b0/8b/9e/146e4a25d73c44/US09857872-20180102-D00000.png
US-9573638-B2,Robotic platform ,"Irobot Defense Holdings, Inc.",Chikyung Won,1998-03-27,2007-08-06,2017-02-21,2017-02-21,https://patents.google.com/patent/US9573638B2/en,https://patentimages.storage.googleapis.com/55/f9/91/7771d0ab53ee08/US09573638-20170221-D00000.png
US-7999656-B2,Electronic lock box with key presence sensing ,"Sentrilock, Llc",Scott R. Fisher,2005-10-26,2006-10-23,2011-08-16,2011-08-16,https://patents.google.com/patent/US7999656B2/en,https://patentimages.storage.googleapis.com/2d/55/6d/623be9504d8519/US07999656-20110816-D00000.png
US-7504942-B2,Local verification systems and methods for security monitoring ,"Videoiq, Inc.",Douglas H. Marman,2006-02-06,2006-02-06,2009-03-17,2009-03-17,https://patents.google.com/patent/US7504942B2/en,https://patentimages.storage.googleapis.com/71/4f/6e/bd78018c6dabab/US07504942-20090317-D00000.png
EP-2079361-B1,Powered orthotic device ,"Myomo, Inc.","John M. Mcbean, Kalais N. Narendran",2006-09-19,2007-09-19,2013-01-09,2013-01-09,https://patents.google.com/patent/EP2079361B1/en,https://patentimages.storage.googleapis.com/96/b7/fb/d4563138953438/imgf0001.png
JP-5827616-B2,Working with virtual objects ,"マイクロソフト テクノロジー ライセンシング，エルエルシー, マイクロソフト  テクノロジー  ライセンシング，エルエルシー","ラッタ，スティーヴン・ジー, ガイスナー，ケヴィン, マルコビッチ，レルジャ, ベネット，ダレン・アレクサンダー, トムリン，アーサー・チャールズ",2009-03-20,2010-03-02,2015-12-02,2015-12-02,https://patents.google.com/patent/JP5827616B2/en,https://patentimages.storage.googleapis.com/60/3d/3c/f10e806c57add1/0005827616-2.png
US-7665493-B2,Fuel-dispensing nozzle inhibitor ,Stant Manufacturing Inc.,"J Bradley Groom, Michael S. Brock, Timothy J. King, Jeffrey E. Devall",2005-02-10,2006-02-09,2010-02-23,2010-02-23,https://patents.google.com/patent/US7665493B2/en,https://patentimages.storage.googleapis.com/b6/d4/e8/060106845519e4/US07665493-20100223-D00000.png
JP-4636171-B2,Biometric authentication system for vehicles ,トヨタ自動車株式会社,良 滝沢,2008-12-17,2008-12-17,2011-02-23,2011-02-23,https://patents.google.com/patent/JP4636171B2/en,https://patentimages.storage.googleapis.com/c8/63/f7/98233429936daf/0004636171-2.png
US-8123967-B2,Method of producing an article having patterned decorative coating ,Vapor Technologies Inc.,"Bryce Anton, Richard P. Welty, Patrick Sullivan",2005-08-01,2008-07-01,2012-02-28,2012-02-28,https://patents.google.com/patent/US8123967B2/en,https://patentimages.storage.googleapis.com/10/e1/35/2c79c3d1b0bc1f/US08123967-20120228-D00000.png
JP-5299688-B2,Vehicle periphery monitoring method and vehicle periphery monitoring device ,アイシン精機株式会社,"圭吾 池田, 昇 長嶺",2009-06-03,2009-06-03,2013-09-25,2013-09-25,https://patents.google.com/patent/JP5299688B2/en,https://patentimages.storage.googleapis.com/c2/7a/33/a6b3c49fd61b78/0005299688-2.png
US-7851653-B2,Method of creating a solvent-free polymeric silicon-containing quaternary ammonium antimicrobial agent having superior sustained antimicrobial properties ,"Biosafe, Inc.","Gerry D. Getman, Matt Bootman, Donald Wagner, Jr., Thomas Ward",2005-03-22,2006-03-22,2010-12-14,2010-12-14,https://patents.google.com/patent/US7851653B2/en,
US-7399608-B2,Microbial detection and quantification ,"Kimberly-Clark Worldwide, Inc.","John Gavin MacDonald, Stephanie M. Martin, Jason Lye",2003-12-16,2005-04-28,2008-07-15,2008-07-15,https://patents.google.com/patent/US7399608B2/en,https://patentimages.storage.googleapis.com/e6/ed/74/a5a949ff5b2646/US07399608-20080715-D00001.png
US-8197257-B2,Dual swing breach training system ,Clewis Brandon H,Brandon H. Clewis,2010-04-13,2010-04-13,2012-06-12,2012-06-12,https://patents.google.com/patent/US8197257B2/en,https://patentimages.storage.googleapis.com/70/ec/04/d5b74705af6343/US08197257-20120612-D00000.png
EP-1632410-B1,Smart key system ,"Denso Corporation, Toyota Jidosha Kabushiki Kaisha","Hodaka c/o Denso Corporation Kamiya, Masachika c/o Toyota Jidosha Kabushiki K. Kamiya, Tomoo c/o Toyota Jidosha Kabushiki K. Kakegawa, Akihiro c/o Toyota Jidosha Kabushiki K. Muramatsu",2004-09-07,2005-09-06,2009-05-13,2009-05-13,https://patents.google.com/patent/EP1632410B1/en,https://patentimages.storage.googleapis.com/8c/11/0b/e800cd234d824b/imgf0001.png
JP-H0110717-Y2,Patent JPH0110717Y2 ,,,1981-08-25,1981-08-25,1989-03-28,1989-03-28,https://patents.google.com/patent/JPH0110717Y2/en,
DE-102014112122-B4,Method for locking and releasing a door leaf and door arrangement ,Engeltech Gmbh Österreich,Wolfgang Engel,2014-08-25,2014-08-25,2018-12-20,2018-12-20,https://patents.google.com/patent/DE102014112122B4/en,https://patentimages.storage.googleapis.com/48/9a/c8/06daed19970421/DE102014112122B4_0001.png
JP-2003129703-A,Door-knob cover for preventing picking ,"Muneyoshi Nanai, 宗芳 七井","Muneyoshi Nanai, 宗芳 七井",2001-10-23,2001-10-23,2003-05-08,,https://patents.google.com/patent/JP2003129703A/en,
US-7589958-B2,Mountable electronic device having an input device ,Originatic Llc,Renato L. Smith,2004-03-08,2006-08-24,2009-09-15,2009-09-15,https://patents.google.com/patent/US7589958B2/en,https://patentimages.storage.googleapis.com/fd/d2/ee/56aed912964f08/US07589958-20090915-D00000.png
US-8584494-B2,Anti-ligature door hardware ,"Accurate Lock And Hardware Co., Llc","Ronald Salvatore, Rodd Salvatore, Francis Colligan",2010-01-21,2010-08-12,2013-11-19,2013-11-19,https://patents.google.com/patent/US8584494B2/en,https://patentimages.storage.googleapis.com/44/35/1f/ab7776439abd24/US08584494-20131119-D00000.png
JP-4800312-B2,"Communication device, communication system ",シャープ株式会社,慎一 土谷,2005-08-05,2006-08-04,2011-10-26,2011-10-26,https://patents.google.com/patent/JP4800312B2/en,https://patentimages.storage.googleapis.com/f5/1d/56/f90a96868e6edd/0004800312-2.png
US-7912502-B2,Wireless operating system ,"Omron Automotive Electronics, Co., Ltd.","Tanichi Ando, Hideyuki Kobayashi, Shinichi Mukaigawa",2003-10-28,2006-07-24,2011-03-22,2011-03-22,https://patents.google.com/patent/US7912502B2/en,https://patentimages.storage.googleapis.com/88/bd/7e/d6f0f76fe92ebe/US07912502-20110322-D00000.png
JP-6411014-B2,Vehicle door open notification lighting device ,矢崎総業株式会社,"崇 若杉, 崇 若杉",2013-08-22,2013-08-22,2018-10-24,2018-10-24,https://patents.google.com/patent/JP6411014B2/en,https://patentimages.storage.googleapis.com/59/94/33/4e232d192a46e6/0006411014-2.png
JP-2010209513-A,Handle and door ,"Yamaguchi Univ, 国立大学法人山口大学, Nagayama Denki Sangyo Kk, 長山電機産業株式会社","Bokukun Shirai, 睦訓 白井, Kennori Nagayama, 憲範 長山",2009-03-06,2009-03-06,2010-09-24,,https://patents.google.com/patent/JP2010209513A/en,
US-2022061573-A1,Package Securing Container ,Justin Jertberg,Justin Jertberg,2020-08-26,2021-07-14,2022-03-03,,https://patents.google.com/patent/US20220061573A1/en,https://patentimages.storage.googleapis.com/c7/63/00/8afa5c275851ff/US20220061573A1-20220303-D00000.png
CN-110315500-A,A kind of double mechanical arms crusing robot and its method accurately opened the door ,广州弘度信息科技有限公司,"曾雄伟, 方榆, 徐飞",2019-07-01,2019-07-01,2019-10-11,,https://patents.google.com/patent/CN110315500A/en,
WO-2021079975-A1,"Display system, display device, display method, and moving device ",ソニー株式会社,"英寛 小松, 聰 赤川, 圭史 土屋, 真一 入矢, 拓也 本石, 潤一 永原, 大輔 石井, ヘンリック エルベウス",2019-10-23,2020-10-23,2021-04-29,,https://patents.google.com/patent/WO2021079975A1/en,https://patentimages.storage.googleapis.com/bf/b1/40/d219e06fba70e5/JPOXMLDOC01-appb-D000001.png
DE-102012017365-A1,door handle ,Reinhold Kaus,Anmelder Gleich,2011-09-05,2012-09-01,2013-03-07,,https://patents.google.com/patent/DE102012017365A1/en,https://patentimages.storage.googleapis.com/7a/ee/eb/0ed25da0b06ea7/00080001.png
EP-3155193-A2,Lock system ,Baugruppentechnik Pollmeier GmbH,Holger Pollmeier,2014-06-12,2015-06-12,2017-04-19,,https://patents.google.com/patent/EP3155193A2/en,
CN-1905633-B,Systems and methods for controlling strobe illumination ,株式会社三丰,"P·G·格兰德尼克, J·D·托比亚森",2005-07-29,2006-07-26,2010-06-16,2010-06-16,https://patents.google.com/patent/CN1905633B/en,https://patentimages.storage.googleapis.com/c4/79/a9/12832e8674e451/H2006101086433E00031.png
US-8887940-B2,Portable paint and tool container ,"Taras Kiceniuk, Jr.","Taras Kiceniuk, Jr., John Denton Lockwood",2010-08-16,2011-06-30,2014-11-18,2014-11-18,https://patents.google.com/patent/US8887940B2/en,https://patentimages.storage.googleapis.com/cc/8f/4b/258d14e7f64089/US08887940-20141118-D00000.png
US-9565857-B2,Antimicrobial solutions ,"Board Of Regents, The University Of Texas System","Issam Raad, George Abiaad",2010-09-10,2011-09-09,2017-02-14,2017-02-14,https://patents.google.com/patent/US9565857B2/en,https://patentimages.storage.googleapis.com/e2/bf/f1/3c7b6506f5e546/US09565857-20170214-D00001.png
US-8177267-B2,Door anti-latch device ,Thomas Merrill Kuehn,Thomas Merrill Kuehn,2007-07-16,2008-07-16,2012-05-15,2012-05-15,https://patents.google.com/patent/US8177267B2/en,https://patentimages.storage.googleapis.com/19/cd/f7/f3f9ff6a713c09/US08177267-20120515-D00000.png
US-8656642-B2,Safety door and doorframe assembly ,"Safety Door International, Llc",Clifton N. Boens,2007-12-18,2011-04-30,2014-02-25,2014-02-25,https://patents.google.com/patent/US8656642B2/en,https://patentimages.storage.googleapis.com/1f/ac/19/e1a64b04dee99a/US08656642-20140225-D00000.png
ES-2880600-T3,Antibacterial polymers and method to obtain them ,Parx Mat N V,"Andrea Fulgione, Chiara Medaglia, Rocco Mercuri, Norberto Roveri, Nunzia Nocerino, Marco Lelli, Der Jagt Michael Van, Francesca Rinaldi, Michele Fiori, Rosanna Capparelli, Marco Marchetti",2013-03-28,2013-03-28,2021-11-25,2021-11-25,https://patents.google.com/patent/ES2880600T3/en,
US-8469410-B2,Door safety system ,Timothy Wood,Timothy Wood,2008-06-18,2009-06-18,2013-06-25,2013-06-25,https://patents.google.com/patent/US8469410B2/en,https://patentimages.storage.googleapis.com/02/0d/d5/1d2eedd277b7a4/US08469410-20130625-D00000.png
DE-202005008508-U1,"Door plate with die-cast zinc or aluminum casing, incorporates insert of hardened material near locking opening of door ",Drumm Gmbh,,2005-06-01,2005-06-01,2006-10-05,,https://patents.google.com/patent/DE202005008508U1/en,
TW-202022209-A,"Intelligent door lock, control method thereof, and unlocking apparatus and method thereof ",財團法人工業技術研究院,"蔡逸民, 陳詠翰",2018-12-14,2018-12-14,2020-06-16,,https://patents.google.com/patent/TW202022209A/en,https://patentimages.storage.googleapis.com/e7/05/86/ecf8f5a70eba5b/107145315-A0304-14-0001-2.png
US-7418847-B2,Compact folding deadbolt restrictor ,Marjan Kosi,Marjan Kosi,2005-08-15,2006-08-04,2008-09-02,2008-09-02,https://patents.google.com/patent/US7418847B2/en,https://patentimages.storage.googleapis.com/51/86/39/8250381d888b59/US07418847-20080902-D00000.png
US-8099065-B2,Transmitting apparatus and method ,Omron Corporation,Masaki Fujii,2007-07-12,2008-07-10,2012-01-17,2012-01-17,https://patents.google.com/patent/US8099065B2/en,https://patentimages.storage.googleapis.com/e7/b5/75/486b9d7107fd6d/US08099065-20120117-D00000.png
US-2010183814-A1,"Silicone compositions, methods of manufacture, and articles formed therefrom ","Victor Rios, Kubick Daniel J, Paciorek Walter J, Karen Phifer, Dave Sherman, Simpson Scott S, Sharon Yu-Wen Soong","Victor Rios, Daniel J. Kubick, Walter J. Paciorek, Karen Phifer, Dave Sherman, Scott S. Simpson, Sharon Yu-Wen Soong",2005-08-02,2010-02-19,2010-07-22,,https://patents.google.com/patent/US20100183814A1/en,https://patentimages.storage.googleapis.com/69/15/3f/52a877ce7668d6/US20100183814A1-20100722-D00000.png
US-8152704-B2,Pulley training system ,"CrossCore, Inc.","John P. Brice, Brendan E. Cosso",2010-01-07,2010-01-07,2012-04-10,2012-04-10,https://patents.google.com/patent/US8152704B2/en,https://patentimages.storage.googleapis.com/de/3a/6f/bf3696d852b54a/US08152704-20120410-D00000.png
